dataset_id1,dataset_id2,intersection_count
op-42-49-0x8bd3a5239524da1fbfe329c511a66390ce4a978c,polygon-39-58-0x702b3101c34fe690fe94891a15cf2668b726013f,41
fantom-27-67-0xb8a4d7d8db07a27d0c11442f1227ce7e4da27fb1,fantom-26-73-0x891644eefeed1c35d79b405c2d91cc7de9cfcf4a,2
fantom-27-67-0xb8a4d7d8db07a27d0c11442f1227ce7e4da27fb1,op-10-136-0x2791d074ab12bac6cebd3953f2ddef1c7654d0c6,1
arb-5-178-0x54c32309b67e72bd44899e46ec630d14eb96125f,arb-38-98-0xef2326bf873a833c71d554b1f0bdbfcf4d05390c,97
