dataset_id1,dataset_id2,intersection_count
arb-2-1009-0x568d6b6f45f034a6736abbf2f7c3cf15e36f7ae8,polygon-3-1211-0x568d6b6f45f034a6736abbf2f7c3cf15e36f7ae8,937
arb-2-1009-0x568d6b6f45f034a6736abbf2f7c3cf15e36f7ae8,op-1-1174-0x770edb43ecc5bcbe6f7088e1049fc42b2d1b195c,908
arb-2-1009-0x568d6b6f45f034a6736abbf2f7c3cf15e36f7ae8,arb-1-1584-0x770edb43ecc5bcbe6f7088e1049fc42b2d1b195c,936
arb-2-1009-0x568d6b6f45f034a6736abbf2f7c3cf15e36f7ae8,op-2-1422-0x568d6b6f45f034a6736abbf2f7c3cf15e36f7ae8,954
