dataset_id1,dataset_id2,intersection_count
polygon-9-463-0x5ffbd158745d3c9cb66638bc00242095ed1ac228,fantom-30-61-0xa6a0fd01609c565952143ccc097039de26f7a216,1
polygon-9-463-0x5ffbd158745d3c9cb66638bc00242095ed1ac228,polygon-38-61-0xa6a0fd01609c565952143ccc097039de26f7a216,1
arb-40-47-0xf3b2e8f8c8a5e69f7f80d43c79dc6bc5bef83761,arb-42-65-0xd56127c9ca26855d6de6b6aed3571c8b3a50a615,18
polygon-39-58-0x702b3101c34fe690fe94891a15cf2668b726013f,polygon-29-144-0x0ac1e8bafac980acd9785bc6dcb21bec89105942,41
