address,messages
0xb12df7e7faeef745947e858c2e9aaaa845bcfd59,86
0x7029859b908bfcc2290f70fc8d6360fdd8fd33b7,86
0x7c54f153213f9bc749d64c167d155e94139e5066,101
0x61c426e9c3f095f218c837117eaa18d4b91b6405,82
0xca6c4d523099d61378fbf1ef821d63d95c7a44aa,86
0x46dde33dbc0a114948681e99aadd731a91f3bcfb,88
0x9dec30e26c671875b981960a18040b23306886e7,91
0x000bd1f390d20e8e367be0f054ffdefc040c3d3d,95
0xfd5bf464d37861b90109c90d37d5406977354e07,87
0x161baeceec8a61d78979f4d3fa8535a8eab1c6ea,103
0x8ed1c651239c63c504c8baf90050ab4e1534829c,88
0x2d0f8affede811661d7b4a01d4ce3709465227d5,82
0x765b1a5d780216d5de37956085c1bdcf75c3e37c,71
0x52cc8cfa7b7b4a9b595d4dc79846c10a254e2fc8,96
0xf3adb82f3fb9f992ea401c2f9504334bf5142874,84
0xb05f31ec5291565405c8f132a0333092a9a7794e,81
0xf21b331c9ec41e1e3e888be2f7a1cfc06c285698,88
0x111e4b75c96d4d2ef655f784fbdf12d8bb641bd9,81
0xbc68d7bf402f4cc54b3b4b59b22f805229d160dc,84
0x8e12e21bc373f5baa6211b1a1a2ae81c89556524,85
0x2df75f25426aa32fed90edab7683460174c0a688,78
0xed6e06c7e0ce63cc469f843fb510873f2f794ba2,92
0x6c5f4dc4bf994d4d047242ef9f4ac47f9c927f9e,89
0x447cdb5bb68c9812e8204f6c586c1e773e47cebe,91
0x3ed89f33ac7fa08cddc9c3b248011d2396d88286,57
0xde6fec7113c9199638503ef7ae6fadfd229d520d,97
0x3fa8affacdb2345c3c5f49fada189666921b282b,90
0xb39e70cc0633c699a92d30e5008e1145fdad7cf9,88
0xd2df8d4fcd3f9bbd755ae515c4fb075bfd5cecd6,87
0xca7fe96b63b4c62bc9fedb11144c1f200204d258,92
0xc1627f1baf2aad6d07ef60bce43c1b14a0f70981,98
0x70152d5ba6df4f567474800c331244318e677ab7,81
0x91fc467a3124f02aa1618fe5e8f7ec882d989265,81
0x96e7d201d983d00ca3f8958adcbd5dd19070fa72,91
0x9e00ab23aa54d142677bc08a430c785d0c2772a2,94
0xaed211a8d678e0c6ab4f39f00973c20f4d97cf4c,77
0x42d1d5de4a2bd9a0bacebce85e685604816c9f58,89
0x4e35cf4a9234411e938b22a021a5a6bfb24fb6a7,86
0x1ad6e89c90aab04ec38b1033c003e4fb00a28140,83
0x3669ceb32a015447c0e3b40f7b9775512f6d41c2,77
0xca4273c5fafa31d377384baf3c7f2f03c7409ae0,91
0xbbfb7ec64c8c96b8d0e7cb64a6d0ddf5725d8184,96
0x6f5959d53ec8eafe8fd16b3467e868a380d42d53,87
0xed88fd0157515edab9cf55c4aa4bc54999a55c5b,84
0x21f450609bd44859ab69f587737ff55701c18797,89
0x6c8ef9dc325d605ce8f71f5862b01e578a4a86f4,85
0x1e4eff2835638da576a98d058bf89da88dd0be20,92
0xcd18d52da54324b3c1e1f495750b8713ec75e205,98
0x59e56d26e361a01e7b5ca85708d9aa0f91de34f4,94
