dataset_id1,dataset_id2
arb-4-579-0x9519e01b9ff301e05d93141b89992de6b2edcdfb,fantom-2-579-0xd01e00c9d42727da5d92968766245d9e0a2d2e0d
fantom-33-49-0xe75fdb0d99e451bd1ac3ee6f14fdd6457197ec1a,polygon-42-49-0xe75fdb0d99e451bd1ac3ee6f14fdd6457197ec1a
arb-31-100-0xbf6d42890a10004bfecf6eae688feac40aa42903,op-19-100-0xbf6d42890a10004bfecf6eae688feac40aa42903
fantom-15-100-0xca44bf889ef8aa96a615de58d67cbcf23f542c45,op-24-100-0xca44bf889ef8aa96a615de58d67cbcf23f542c45
polygon-5-777-0x1695593276658f7e2e8199314d4855bc7e3bf444,op-4-777-0x9dd3fea9b2b22c45c2c50cb5532987a3fd243741
arb-29-100-0x1d8c53e4309249031be3bfa0e4588b7bd365a56b,op-17-100-0x1d8c53e4309249031be3bfa0e4588b7bd365a56b
